"setInfo.set.setId","setInfo.set.name","setInfo.experiment.randomizationStrategyCode","setInfo.experiment.name","setInfo.experiment.id","setInfo.overallDeactivationStatus","answer.deactivationDateTime","answer.deactivationReason","answer.deactivationUser","answer.secondaryAnswer1","answer.secondaryAnswer2","answer.secondaryAnswer3","answer.secondaryAnswer4","answer.entityTypeCode","answer.localizedValue","answer.isDeactivated","answer.answerMethod","answer.answerUserId","answer.answeredTime","answer.businessUnit","answer.questionCode","answer.instanceSeq","answer.repetition","answer.attribute","answer.secondary","answer.valueType","answer.answerId","answer.entityId","answer.uomCode","answer.locale","answer.value","_rowNumber","setInfo.set.entry.unit.deactivationReasonInfo.value","setInfo.set.entry.unit.treatment.treatmentNumber","setInfo.set.entry.unit.treatment.id","setInfo.set.entry.unit.rep","setInfo.set.entry.entryId"
84838,"2021_GMPXW_ASR_Topical_SetsTemplate L01","rcb","2021_GMPXW_ASR_Topical_SetsTemplate",12951,false,,,,"ANSM: User Collected","APLPRE: 2.0","APP_EQUIP: Rope Wick","NOZT: FLAFAN","SET","2022-03-16 00:00:00.000",false,"User Collected","YSHAR","2022-03-16T09:34:24Z","Plant Biotechnology","APP_DATE","C6098-I2",,"Primary Business","User Collected,2.0,Rope Wick,FLAFAN,Soybeans,4.0","DATE","c7faff7c-cb27-404d-b245-4b0cf68aec17","84838","DATE","US","2022-03-16",85,,,,,
84838,"2021_GMPXW_ASR_Topical_SetsTemplate L01","rcb","2021_GMPXW_ASR_Topical_SetsTemplate",12951,false,,,,"ANSM: User Collected","APLPRE: 3.0","APP_EQUIP: Rope Wick","NOZT: TP9501E","SET","2022-03-16 00:00:00.000",false,"User Collected","YSHAR","2022-03-16T09:34:24Z","Plant Biotechnology","APP_DATE","C6098-I2",,"Primary Business","User Collected,3.0,Rope Wick,TP9501E,Soybeans,4.0","DATE","d337faa6-cdff-49d0-aff4-278e4c3ed163","84838","DATE","US","2022-03-16",86,,,,,
86731,"Peptide - ASR Velocity Test - 2022","rcb","Feb. 2022 Testing",13344,false,,,,"ANSM: User Collected","EDPMMDRIS: 48 Hr","ETMDRISYS: 22C","TAXA: Soybeans","SET","2021-11-04",false,"User Collected","JAKASK","2022-02-17T20:21:33Z","Plant Biotechnology","SDTMDRI","C6097-I7",,"Primary Business","User Collected,48 Hr,22C,Soybeans","DATE","168a1b1b-be92-4f32-a024-e68dd97a6306","86731","DATE","en-US","2021-11-04",89,,,,,
86731,"Peptide - ASR Velocity Test - 2022","rcb","Feb. 2022 Testing",13344,false,,,,"ANSM: User Collected","DAP: 17","INCAPPMTH: Spray Atomize","TAXA: Soybeans","SET","2021-11-04",false,"User Collected","JAKASK","2022-02-17T20:21:45Z","Plant Biotechnology","INOCAPPDT","C6990-I2",,"Primary Business","User Collected,17,Spray Atomize,Soybeans,Spore Suspension","DATE","0411a908-e237-4780-bd2f-bff933d37747","86731","DATE","en-US","2021-11-04",90,,,,,
86731,"Peptide - ASR Velocity Test - 2022","rcb","Feb. 2022 Testing",13344,false,,,,"ANSM: User Collected","TAXA: Soybeans",,,"SET","2021-11-03",false,"User Collected","JAKASK","2022-02-17T20:18:24Z","Plant Biotechnology","PLTDT","C2040-I22",,"Primary Business","User Collected,Soybeans","DATE","265885e5-7c5f-4eb1-85ca-629a6666732d","86731","DATE","en-US","2021-11-03",91,,,,,
84838,"2021_GMPXW_ASR_Topical_SetsTemplate L01","rcb","2021_GMPXW_ASR_Topical_SetsTemplate",12951,false,,,,"ANSM: User Collected","APLPRE: 8.0","APP_EQUIP: Fertilizer Applicator","NOZT: AIXR110015","SET","2022-02-16 00:00:00.000",false,"User Collected","YSHAR","2022-02-16T10:37:03Z","Plant Biotechnology","APP_DATE","C6098-I2",,"Primary Business","User Collected,8.0,Fertilizer Applicator,AIXR110015,Soybeans,5.0","DATE","b5ad1302-b512-4ee3-b684-4965bf49b4c7","84838","DATE","US","2022-02-16",92,,,,,
84838,"2021_GMPXW_ASR_Topical_SetsTemplate L01","rcb","2021_GMPXW_ASR_Topical_SetsTemplate",12951,false,,,,"ANSM: User Collected","APLPRE: 5.0","APP_EQUIP: Fertilizer Applicator","NOZT: AIXR110015","SET","2022-02-16 00:00:00.000",false,"User Collected","YSHAR","2022-02-16T10:37:03Z","Plant Biotechnology","APP_DATE","C6098-I2",,"Primary Business","User Collected,5.0,Fertilizer Applicator,AIXR110015,Soybeans,5.0","DATE","d48fe747-febf-429b-a6c2-a20606411b4c","84838","DATE","US","2022-02-16",93,,,,,
84838,"2021_GMPXW_ASR_Topical_SetsTemplate L01","rcb","2021_GMPXW_ASR_Topical_SetsTemplate",12951,false,,,,"ANSM: User Collected","APLPRE: 5.0","APP_EQUIP: Rope Wick","NOZT: FLAFAN","SET","2022-02-16 00:00:00.000",false,"User Collected","YSHAR","2022-02-16T10:33:24Z","Plant Biotechnology","APP_DATE","C6098-I2",,"Primary Business","User Collected,5.0,Rope Wick,FLAFAN,Soybeans,5.0","DATE","df5590c7-e621-4936-9b61-f8c00690c43f","84838","DATE","US","2022-02-16",94,,,,,
84838,"2021_GMPXW_ASR_Topical_SetsTemplate L01","rcb","2021_GMPXW_ASR_Topical_SetsTemplate",12951,false,,,,"ANSM: User Collected","APLPRE: 5.0","APP_EQUIP: Rope Wick","NOZT: TP9501E","SET","2022-02-16 00:00:00.000",false,"User Collected","GLKVD","2022-02-16T10:22:16Z","Plant Biotechnology","APP_DATE","C6098-I2",,"Primary Business","User Collected,5.0,Rope Wick,TP9501E,Soybeans,5.0","DATE","76b62b78-6ad4-42b6-87a9-84f4166c11c4","84838","DATE","US","2022-02-16",95,,,,,
84838,"2021_GMPXW_ASR_Topical_SetsTemplate L01","rcb","2021_GMPXW_ASR_Topical_SetsTemplate",12951,false,,,,"ANSM: User Collected","APLPRE: 5.0","APP_EQUIP: Rope Wick","NOZT: TP9501E","SET","2022-02-16 00:00:00.000",false,"User Collected","GLKVD","2022-02-16T10:19:10Z","Plant Biotechnology","APP_DATE","C6098-I2",,"Primary Business","User Collected,5.0,Rope Wick,TP9501E,Soybeans,5.0","DATE","44707b89-3da8-474c-9cc3-19d1335bf351","84838","DATE","US","2022-02-16",96,,,,,
